tfee,year,pollutant,airzone,colour_order,colour,colour_text,labels_txt,labels,popup
FALSE,2016,SO2,Georgia Strait,2,#FEE08B,yellow,"Crofton-Georgia Hts,Victoria-James Bay The Reef",Actions for Preventing Air Quality Deterioration,Georgia Strait <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2016,SO2,Coastal,1,#A6D96A,green,"Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Terrace,Kitimat-Haisla Village,Kitimat-Riverlodge,Terrace",Actions for Keeping Clean Areas Clean,Coastal <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2017,SO2,Coastal,1,#A6D96A,green,"Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Terrace,Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Terrace",Actions for Keeping Clean Areas Clean,Coastal <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2018,SO2,Coastal,1,#A6D96A,green,"Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Terrace,Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Terrace",Actions for Keeping Clean Areas Clean,Coastal <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2017,SO2,Central Interior,1,#A6D96A,green,"Quesnel,Williams Lake,Quesnel",Actions for Keeping Clean Areas Clean,Central Interior <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2019,SO2,Georgia Strait,1,#A6D96A,green,"Squamish,Victoria-James Bay The Reef,Victoria,Langdale,Squamish,Victoria-James Bay The Reef,Victoria",Actions for Keeping Clean Areas Clean,Georgia Strait <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2021,SO2,Lower Fraser Valley,1,#A6D96A,green,"Abbotsford-Airport,Abbotsford-Mill Lake,Burnaby-Kensington Park,Burnaby-North,Burnaby-South,Chilliwack,Langley,Burnaby-Capitol Hill,N.Vancouver-Mahon Park,Pitt Meadows,Port Moody,Richmond-South,Tsawwassen,Vancouver-ClarkDr,Richmond-Airport,Vancouver-Downtown,Abbotsford-Airport,Abbotsford-Mill Lake,Burnaby-Kensington Park,Burnaby-North,Burnaby-South,Chilliwack,Langley,Burnaby-Capitol Hill,N.Vancouver-Mahon Park,Pitt Meadows,Port Moody,Richmond-South,Tsawwassen,Vancouver-ClarkDr,Richmond-Airport,Vancouver-Downtown",Actions for Keeping Clean Areas Clean,Lower Fraser Valley <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2021,SO2,Georgia Strait,1,#A6D96A,green,"Crofton-Elementary,Langdale,Squamish,Victoria,Langdale,Squamish,Victoria",Actions for Keeping Clean Areas Clean,Georgia Strait <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2020,SO2,Coastal,1,#A6D96A,green,"Kitimat-Haisla Village,Kitimat-Riverlodge,Prince Rupert-Fairview,Terrace,Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Prince Rupert-Fairview,Terrace",Actions for Keeping Clean Areas Clean,Coastal <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2021,SO2,Coastal,1,#A6D96A,green,"Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Prince Rupert-Fairview,Terrace,Kitimat-Haisla Village,Kitimat-Riverlodge,Kitimat-Whitesail,Prince Rupert-Fairview,Terrace",Actions for Keeping Clean Areas Clean,Coastal <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2020,SO2,Georgia Strait,1,#A6D96A,green,"Langdale,Squamish,Victoria,Langdale,Squamish,Victoria-James Bay The Reef,Victoria",Actions for Keeping Clean Areas Clean,Georgia Strait <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
FALSE,2017,SO2,Georgia Strait,4,#A50026,red,Crofton-Georgia Hts,Actions for Achieving Air Zone CAAQS,Georgia Strait <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2018,SO2,Georgia Strait,4,#A50026,red,Crofton-Georgia Hts,Actions for Achieving Air Zone CAAQS,Georgia Strait <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2013,SO2,Lower Fraser Valley,4,#A50026,red,Burnaby-Capitol Hill,Actions for Achieving Air Zone CAAQS,Lower Fraser Valley <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2014,SO2,Lower Fraser Valley,4,#A50026,red,Burnaby-Capitol Hill,Actions for Achieving Air Zone CAAQS,Lower Fraser Valley <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2015,SO2,Lower Fraser Valley,4,#A50026,red,Burnaby-Capitol Hill,Actions for Achieving Air Zone CAAQS,Lower Fraser Valley <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2013,SO2,Coastal,4,#A50026,red,Port Alice-Lake Road,Actions for Achieving Air Zone CAAQS,Coastal <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2015,SO2,Coastal,4,#A50026,red,Port Alice-Lake Road,Actions for Achieving Air Zone CAAQS,Coastal <br> SO2 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2016,SO2,Lower Fraser Valley,3,#F46D43,orange,Burnaby-Capitol Hill,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2017,SO2,Lower Fraser Valley,3,#F46D43,orange,Burnaby-Capitol Hill,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2018,SO2,Lower Fraser Valley,3,#F46D43,orange,Burnaby-Capitol Hill,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2019,SO2,Lower Fraser Valley,3,#F46D43,orange,Burnaby-Capitol Hill,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2013,SO2,Central Interior,3,#F46D43,orange,Prince George-Plaza 400,Actions for Preventing CAAQS Exceedance,Central Interior <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2014,SO2,Central Interior,3,#F46D43,orange,Prince George-Plaza 400,Actions for Preventing CAAQS Exceedance,Central Interior <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2015,SO2,Central Interior,3,#F46D43,orange,Prince George-Plaza 400,Actions for Preventing CAAQS Exceedance,Central Interior <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2013,SO2,Northeast,3,#F46D43,orange,Taylor-Townsite,Actions for Preventing CAAQS Exceedance,Northeast <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2014,SO2,Northeast,3,#F46D43,orange,Taylor-Townsite,Actions for Preventing CAAQS Exceedance,Northeast <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2015,SO2,Northeast,3,#F46D43,orange,Taylor-Townsite,Actions for Preventing CAAQS Exceedance,Northeast <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2013,SO2,Georgia Strait,3,#F46D43,orange,Victoria-James Bay Daniels Electronics,Actions for Preventing CAAQS Exceedance,Georgia Strait <br> SO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2014,SO2,Georgia Strait,2,#FEE08B,yellow,Crofton-Escarpment Way,Actions for Preventing Air Quality Deterioration,Georgia Strait <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2019,SO2,Coastal,2,#FEE08B,yellow,Kitimat-Riverlodge,Actions for Preventing Air Quality Deterioration,Coastal <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2016,SO2,Central Interior,2,#FEE08B,yellow,Prince George-Plaza 400,Actions for Preventing Air Quality Deterioration,Central Interior <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2018,SO2,Central Interior,2,#FEE08B,yellow,Prince George-Plaza 400,Actions for Preventing Air Quality Deterioration,Central Interior <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2019,SO2,Central Interior,2,#FEE08B,yellow,Prince George-Plaza 400,Actions for Preventing Air Quality Deterioration,Central Interior <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2016,SO2,Northeast,2,#FEE08B,yellow,Taylor-Townsite,Actions for Preventing Air Quality Deterioration,Northeast <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2017,SO2,Northeast,2,#FEE08B,yellow,Taylor-Townsite,Actions for Preventing Air Quality Deterioration,Northeast <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2018,SO2,Northeast,2,#FEE08B,yellow,Taylor-Townsite,Actions for Preventing Air Quality Deterioration,Northeast <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2019,SO2,Northeast,2,#FEE08B,yellow,Taylor-Townsite,Actions for Preventing Air Quality Deterioration,Northeast <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2015,SO2,Georgia Strait,2,#FEE08B,yellow,Victoria-James Bay The Reef,Actions for Preventing Air Quality Deterioration,Georgia Strait <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2020,SO2,Lower Fraser Valley,2,#FEE08B,yellow,Burnaby-Capitol Hill,Actions for Preventing Air Quality Deterioration,Lower Fraser Valley <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2020,SO2,Central Interior,2,#FEE08B,yellow,Prince George-Plaza 400,Actions for Preventing Air Quality Deterioration,Central Interior <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2021,SO2,Central Interior,2,#FEE08B,yellow,Prince George-Plaza 400,Actions for Preventing Air Quality Deterioration,Central Interior <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2020,SO2,Northeast,2,#FEE08B,yellow,Taylor-Townsite,Actions for Preventing Air Quality Deterioration,Northeast <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2021,SO2,Northeast,2,#FEE08B,yellow,Taylor-Townsite,Actions for Preventing Air Quality Deterioration,Northeast <br> SO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
FALSE,2018,PM25,Southern Interior,4,#A50026,red,"Castlegar,Golden,Grand Forks,Kamloops,Lavington,Vernon,Castlegar,Golden,Grand Forks,Kamloops-Aberdeen,Kamloops,Kelowna,Lavington,Vernon",Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2019,PM25,Southern Interior,4,#A50026,red,"Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Lavington,Vernon,Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Lavington,Vernon",Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2014,PM25,Georgia Strait,4,#A50026,red,"Courtenay,Courtenay,Duncan-Cairnsmore,Port Alberni-Elem.School",Actions for Achieving Air Zone CAAQS,Georgia Strait <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2014,PM25,Georgia Strait,4,#A50026,red,"Courtenay,Courtenay,Duncan-Cairnsmore,Port Alberni-Elem.School",Actions for Achieving Air Zone CAAQS,Georgia Strait <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2017,PM25,Southern Interior,4,#A50026,red,"Kamloops,Golden,Kamloops-Aberdeen,Kamloops,Kelowna,Lavington,Vernon",Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2018,PM25,Central Interior,4,#A50026,red,"Prince George-Plaza 400,Quesnel,Valemount,Vanderhoof,Williams Lake,Burns Lake,Houston,Prince George-Plaza 400,Quesnel,Smithers,Valemount,Vanderhoof,Williams Lake",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2017,PM25,Central Interior,4,#A50026,red,"Quesnel,Valemount,Williams Lake,Houston,Quesnel,Valemount,Vanderhoof,Williams Lake",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2019,PM25,Central Interior,4,#A50026,red,"Quesnel,Vanderhoof,Williams Lake,Burns Lake,Houston,Quesnel,Smithers,Valemount,Vanderhoof,Williams Lake",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2017,PM25,Central Interior,4,#A50026,red,"Valemount,Houston,Valemount,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2018,PM25,Central Interior,4,#A50026,red,"Valemount,Houston,Valemount,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2013,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Smithers,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2013,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Smithers,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2014,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Houston,Prince George-Plaza 400,Quesnel,Quesnel-Maple Drive,Smithers,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2014,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Houston,Smithers,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2015,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Houston,Prince George-Plaza 400,Quesnel,Quesnel-Maple Drive,Smithers,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2015,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Houston,Smithers,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2019,PM25,Central Interior,4,#A50026,red,"Vanderhoof,Houston,Valemount,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2020,PM25,Southern Interior,4,#A50026,red,"Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Vernon,Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Vernon",Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2021,PM25,Southern Interior,4,#A50026,red,"Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Vernon,Castlegar,Cranbrook,Golden,Grand Forks,Kamloops,Kelowna,Vernon",Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2020,PM25,Southern Interior,4,#A50026,red,Grand Forks,Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2021,PM25,Southern Interior,4,#A50026,red,Grand Forks,Actions for Achieving Air Zone CAAQS,Southern Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2020,PM25,Central Interior,4,#A50026,red,"Houston,Quesnel,Williams Lake,Burns Lake,Houston,Quesnel,Valemount,Vanderhoof,Williams Lake",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2020,PM25,Central Interior,4,#A50026,red,"Houston,Quesnel,Houston,Valemount,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2021,PM25,Central Interior,4,#A50026,red,"Houston,Quesnel,Houston,Quesnel,Valemount,Vanderhoof",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
TRUE,2021,PM25,Central Interior,4,#A50026,red,"Houston,Houston",Actions for Achieving Air Zone CAAQS,Central Interior <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2020,PM25,Georgia Strait,4,#A50026,red,"Port Alberni-Elem.School,Colwood,Duncan-Cairnsmore,Duncan-Deykin,Langdale,Squamish,Victoria,Whistler",Actions for Achieving Air Zone CAAQS,Georgia Strait <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
FALSE,2015,PM25,Lower Fraser Valley,3,#F46D43,orange,"Abbotsford-Mill Lake,Burnaby-Kensington Park,Langley,Langley",Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2015,PM25,Lower Fraser Valley,3,#F46D43,orange,"Abbotsford-Mill Lake,Langley,Langley",Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2013,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Kamloops,Vernon,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2013,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Kamloops,Vernon,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2014,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Kamloops,Vernon,Grand Forks,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2014,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Kamloops,Vernon,Grand Forks,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2015,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Golden,Grand Forks,Kamloops,Vernon,Castlegar,Golden,Grand Forks,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2015,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Golden,Kamloops,Vernon,Castlegar,Golden,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2016,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Golden,Kamloops,Kelowna,Vernon,Golden,Kamloops,Kelowna,Vernon",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2016,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Golden,Kamloops,Vernon,Golden,Kamloops",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2018,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Lavington,Vernon,Castlegar,Golden,Grand Forks,Kamloops,Lavington,Vernon",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2019,PM25,Southern Interior,3,#F46D43,orange,"Castlegar,Golden,Kamloops,Kelowna,Lavington,Vernon,Castlegar,Golden,Grand Forks,Kamloops,Kelowna,Lavington,Vernon",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2017,PM25,Southern Interior,3,#F46D43,orange,"Golden,Kamloops,Kelowna,Lavington,Vernon,Golden,Lavington,Vernon",Actions for Preventing CAAQS Exceedance,Southern Interior <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2016,PM25,Coastal,3,#F46D43,orange,Kitimat-Haisla Village,Actions for Preventing CAAQS Exceedance,Coastal <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2016,PM25,Coastal,3,#F46D43,orange,Kitimat-Haisla Village,Actions for Preventing CAAQS Exceedance,Coastal <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2019,PM25,Lower Fraser Valley,3,#F46D43,orange,"New Westminster,Vancouver-ClarkDr,Vancouver-ClarkDr",Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2014,PM25,Lower Fraser Valley,3,#F46D43,orange,N.Vancouver-2nd Narrows,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2014,PM25,Lower Fraser Valley,3,#F46D43,orange,N.Vancouver-2nd Narrows,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2017,PM25,Lower Fraser Valley,3,#F46D43,orange,"Vancouver-ClarkDr,Vancouver-ClarkDr",Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2018,PM25,Lower Fraser Valley,3,#F46D43,orange,"Vancouver-ClarkDr,Vancouver-ClarkDr",Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2020,PM25,Georgia Strait,3,#F46D43,orange,"Courtenay,Duncan-Cairnsmore,Duncan-Deykin,Port Alberni-Elem.School,Victoria,Courtenay,Duncan-Cairnsmore,Port Alberni-Elem.School",Actions for Preventing CAAQS Exceedance,Georgia Strait <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2021,PM25,Georgia Strait,3,#F46D43,orange,"Courtenay,Duncan-Cairnsmore,Port Alberni-Elem.School,Courtenay,Duncan-Cairnsmore,Port Alberni-Elem.School",Actions for Preventing CAAQS Exceedance,Georgia Strait <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
TRUE,2020,PM25,Lower Fraser Valley,3,#F46D43,orange,Vancouver-ClarkDr,Actions for Preventing CAAQS Exceedance,Lower Fraser Valley <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
FALSE,2016,PM25,Lower Fraser Valley,2,#FEE08B,yellow,"Abbotsford-Airport,Abbotsford-Mill Lake,Agassiz,Burnaby-Kensington Park,Burnaby-South,Chilliwack,Hope,Horseshoe Bay,Langley,Mission,North Delta,N.Vancouver-Mahon Park,N.Vancouver-2nd Narrows,Pitt Meadows,Port Moody,Richmond-South,Surrey East,Tsawwassen,Richmond-Airport,Abbotsford-Airport,Abbotsford-Mill Lake,Agassiz,Burnaby-Kensington Park,Burnaby-South,Chilliwack,Hope,Horseshoe Bay,Langley,Mission,North Delta,N.Vancouver-Mahon Park,N.Vancouver-2nd Narrows,Pitt Meadows,Port Moody,Richmond-South,Surrey East,Tsawwassen,Richmond-Airport",Actions for Preventing Air Quality Deterioration,Lower Fraser Valley <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
TRUE,2016,PM25,Lower Fraser Valley,2,#FEE08B,yellow,"Abbotsford-Airport,Abbotsford-Mill Lake,Agassiz,Burnaby-Kensington Park,Burnaby-South,Chilliwack,Hope,Horseshoe Bay,Langley,Mission,North Delta,N.Vancouver-Mahon Park,N.Vancouver-2nd Narrows,Pitt Meadows,Port Moody,Richmond-South,Surrey East,Tsawwassen,Richmond-Airport,Abbotsford-Airport,Abbotsford-Mill Lake,Agassiz,Burnaby-Kensington Park,Burnaby-South,Chilliwack,Hope,Langley,Mission,North Delta,N.Vancouver-Mahon Park,N.Vancouver-2nd Narrows,Pitt Meadows,Port Moody,Richmond-South,Surrey East,Tsawwassen,Richmond-Airport",Actions for Preventing Air Quality Deterioration,Lower Fraser Valley <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
